profile	Cruise	Site	DataOwner	Rawfilename	Instrument	CTDrosettefilename	yyyy-mm-dd hh:mm	Latitude 	Longitude	aa	exp	Pixel size	Particle filename	Plankton filename	Project
leg2st030	sn002_moose_ge_2022	leg2_030	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220924071751	uvp5	moose2022_ge_leg02_030	2022-09-24 07:17:51	40.8863	7.83383	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st030.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st031	sn002_moose_ge_2022	leg2_031	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220924121650	uvp5	moose2022_ge_leg02_031	2022-09-24 12:16:50	40.96642	7.63433	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st031.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st032	sn002_moose_ge_2022	leg2_032	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220924160713	uvp5	moose2022_ge_leg02_032	2022-09-24 16:07:13	41.08318	7.30235	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st032.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st033	sn002_moose_ge_2022	leg2_033	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220924201504	uvp5	moose2022_ge_leg02_033	2022-09-24 20:15:04	41.23332	6.91635	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st033.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st036	sn002_moose_ge_2022	leg2_036	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220925181213	uvp5	moose2022_ge_leg02_036	2022-09-25 18:12:13	41.78823	5.38555	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st036.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st037	sn002_moose_ge_2022	leg2_037	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220925232729	uvp5	moose2022_ge_leg02_037	2022-09-25 23:27:29	42.03278	4.70712	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st037.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st038	sn002_moose_ge_2022	leg2_038	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220926035258	uvp5	moose2022_ge_leg02_038	2022-09-26 03:52:58	42.1663	4.29903	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st038.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st039	sn002_moose_ge_2022	leg2_039	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220926062456	uvp5	moose2022_ge_leg02_039	2022-09-26 06:24:56	42.2159	4.11705	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st039.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st040	sn002_moose_ge_2022	leg2_040	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220926123622	uvp5	moose2022_ge_leg02_040	2022-09-26 12:36:22	42.42432	3.5415	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st040.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st041	sn002_moose_ge_2022	leg2_041	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220926165141	uvp5	moose2022_ge_leg02_041	2022-09-26 16:51:41	42.35002	3.73238	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st041.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st042	sn002_moose_ge_2022	leg2_042	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220926193153	uvp5	moose2022_ge_leg02_042	2022-09-26 19:31:53	42.28148	3.9322	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st042.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st043	sn002_moose_ge_2022	leg2_043	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220926225932	uvp5	moose2022_ge_leg02_043	2022-09-26 22:59:32	41.89018	4.0167	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st043.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st044	sn002_moose_ge_2022	leg2_044	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220927015656	uvp5	moose2022_ge_leg02_044	2022-09-27 01:56:56	41.86737	3.81788	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st044.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st045	sn002_moose_ge_2022	leg2_045	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220927050831	uvp5	moose2022_ge_leg02_045	2022-09-27 05:08:31	41.8995	3.58402	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st045.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st046	sn002_moose_ge_2022	leg2_046	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220927072055	uvp5	moose2022_ge_leg02_046	2022-09-27 07:20:55	41.69832	3.49885	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st046.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st047	sn002_moose_ge_2022	leg2_047	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220927085125	uvp5	moose2022_ge_leg02_047	2022-09-27 08:51:25	41.61918	3.6291	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st047.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st048	sn002_moose_ge_2022	leg2_048	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220927114616	uvp5	moose2022_ge_leg02_048	2022-09-27 11:46:16	41.54922	3.7498	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st048.tsv	no data available	uvp5_sn002_moose_ge_2022
leg2st049	sn002_moose_ge_2022	leg2_049	laurent coppola(laurent.coppola@imev-mer.fr)	HDR20220927150925	uvp5	moose2022_ge_leg02_049	2022-09-27 15:09:25	41.33303	3.8316	0.0108	1.165	0.1484	export_detailed_20230209_08_26_PAR_leg2st049.tsv	no data available	uvp5_sn002_moose_ge_2022
