"object_id"	"object_lat"	"object_lon"	"object_date"	"object_time"	"object_link"	"object_depth_min"	"object_depth_max"	"object_annotation_status"	"object_annotation_person_name"	"object_annotation_person_email"	"object_annotation_date"	"object_annotation_time"	"object_annotation_category"	"object_annotation_hierarchy"	"object_esd"	"object_orientation"	"sample_id"	"sample_dataportal_descriptor"	"sample_deployment"	"sample_depth"	"process_id"	"acq_id"	"acq_instrument"
"moose22_c1500_20220908-220857-1-179"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"110020"	"true"	"not-living>detritus>true"	708.6362510363277	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-220902-1-186"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"163548"	"true"	"not-living>detritus>true"	701.9442098291522	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221010-1-198"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230209"	"155555"	"dubious"	"not-living>detritus>dubious"	444.16139886864045	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221020-2-208"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	436.9667079934646	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221229-1-233"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	561.7548437780141	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221235-1-239"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230210"	"083411"	"t010"	"temporary>t010"	409.48673656722013	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221325-1-248"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	432.7493303228101	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221453-1-267"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230210"	"082406"	"false"	"not-living>detritus>false"	552.846702303685	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221509-1-274"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230209"	"153925"	"true"	"not-living>detritus>true"	659.6547043333277	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221525-1-281"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230123"	"205824"	"true"	"not-living>detritus>true"	577.037039247331	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221527-1-283"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"103655"	"true"	"not-living>detritus>true"	634.3197757064787	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221533-1-293"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	527.6515936154163	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221549-1-316"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230123"	"205824"	"true"	"not-living>detritus>true"	583.6883278401946	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221556-1-321"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"163720"	"true"	"not-living>detritus>true"	646.1573123378662	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221700-1-336"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	428.62853915338326	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221709-1-342"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230123"	"205824"	"true"	"not-living>detritus>true"	594.3723332340635	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221709-2-346"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"104402"	"true"	"not-living>detritus>true"	520.0661145321627	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221710-1-347"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	429.37871204667016	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221720-1-359"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"101026"	"true"	"not-living>detritus>true"	634.3565168307377	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221756-2-370"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	424.2251818046526	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221822-1-389"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	461.58341806493945	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221826-1-393"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	481.5904483488445	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-221950-1-420"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230123"	"211759"	"true"	"not-living>detritus>true"	626.0611280186498	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-222315-1-458"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	432.8062363451285	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-222433-2-472"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230123"	"211759"	"true"	"not-living>detritus>true"	563.7646960436058	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-222621-1-503"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230207"	"191306"	"true"	"not-living>detritus>true"	751.9474650836461	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-222638-1-510"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"100744"	"true"	"not-living>detritus>true"	897.4067142024069	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-222703-1-519"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230123"	"211759"	"true"	"not-living>detritus>true"	840.2167652336911	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-222829-1-558"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	539.5663265194048	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-222844-1-568"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230209"	"153925"	"true"	"not-living>detritus>true"	724.0681989420568	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230034-1-13"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230123"	"211759"	"true"	"not-living>detritus>true"	636.7666924564452	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230036-2-16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	440.02414219816626	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230101-2-29"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230209"	"155555"	"true"	"not-living>detritus>true"	443.4480081479651	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230138-1-48"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	437.5876663880629	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230250-1-61"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150425"	"true"	"not-living>detritus>true"	1064.2082044842089	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230315-1-72"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150425"	"true"	"not-living>detritus>true"	523.8672443917698	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230438-1-91"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150434"	"true"	"not-living>detritus>true"	935.5437263830006	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230506-1-99"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230209"	"160249"	"true"	"not-living>detritus>true"	465.13417196000455	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230657-1-140"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	497.2128634192709	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230821-1-153"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	422.21795757051507	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230912-1-161"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150434"	"true"	"not-living>detritus>true"	619.5567741553953	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-230927-2-174"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150508"	"true"	"not-living>detritus>true"	520.18412238324	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231215-1-214"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150508"	"true"	"not-living>detritus>true"	444.4802389143198	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231558-1-251"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150438"	"true"	"not-living>detritus>true"	1700.3785995429125	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231605-1-258"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150508"	"true"	"not-living>detritus>true"	604.5617207267304	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231647-1-300"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150457"	"true"	"not-living>detritus>true"	1545.8473482806949	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231814-2-322"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150440"	"true"	"not-living>detritus>true"	887.0200280183053	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231821-1-331"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150450"	"dubious"	"not-living>detritus>dubious"	479.6342464805647	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231836-1-346"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150457"	"true"	"not-living>detritus>true"	459.6169658199269	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231841-1-353"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150508"	"true"	"not-living>detritus>true"	451.1126474465392	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231913-1-368"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"150508"	"true"	"not-living>detritus>true"	516.5961277476353	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-231923-1-378"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"101620"	"t010"	"temporary>t010"	440.98425968911744	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232003-1-396"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230207"	"191432"	"true"	"not-living>detritus>true"	525.1662858598141	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232135-1-419"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	434.0445980064437	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232217-1-427"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	430.14021160121337	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232352-1-455"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"090916"	"true"	"not-living>detritus>true"	751.8512591723011	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232429-1-467"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"110104"	"true"	"not-living>detritus>true"	678.5680874755461	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232437-1-473"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	564.6475490128552	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232501-1-481"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"101121"	"true"	"not-living>detritus>true"	589.5216834159409	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232510-2-492"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"164418"	"true"	"not-living>detritus>true"	581.3788578275953	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232551-1-511"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"090939"	"Rhizaria"	"living>Eukaryota>Harosa>Rhizaria"	720.0508677247246	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220908-232633-2-524"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"101413"	"living<"	"living"	1279.877697815399	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000124-1-29"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"164130"	"t010"	"temporary>t010"	597.9869079173291	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000134-1-39"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	518.8065490119666	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000207-1-60"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230206"	"104647"	"false"	"not-living>detritus>false"	429.0401158738016	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000411-1-85"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230210"	"084404"	"t010"	"temporary>t010"	606.3960363653309	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000455-1-101"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"100030"	"true"	"not-living>detritus>true"	634.3122251196239	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000718-1-133"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"100030"	"true"	"not-living>detritus>true"	537.8586583045375	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000836-1-148"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"100030"	"t010"	"temporary>t010"	426.9684520835272	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000847-1-152"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"100030"	"true"	"not-living>detritus>true"	825.8003825255373	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000854-1-162"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	485.6505680053676	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000935-1-174"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230209"	"155008"	"true"	"not-living>detritus>true"	431.3792772989293	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000943-1-179"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"143742"	"true"	"not-living>detritus>true"	1254.3322802199175	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-000952-1-186"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"143742"	"true"	"not-living>detritus>true"	1236.0310543264172	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001110-1-209"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"143742"	"true"	"not-living>detritus>true"	656.4825400091893	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001209-1-232"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	566.7532158078659	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001304-1-255"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"100030"	"t010"	"temporary>t010"	423.91808004757524	"mix"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001345-1-265"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230207"	"191432"	"true"	"not-living>detritus>true"	524.4151348880188	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001438-1-280"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"143742"	"true"	"not-living>detritus>true"	458.87890487022224	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001538-1-286"	""	""	""	""	""	""	""	"validated"	"Tristan Biard"	"tbiard@sb-roscoff.fr"	"20230124"	"135114"	"t010"	"temporary>t010"	427.9572720424808	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001538-1-287"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	423.32738367874504	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001655-2-306"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230210"	"082555"	"true"	"not-living>detritus>true"	535.5197374822468	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001722-2-313"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"085803"	"true"	"not-living>detritus>true"	846.8290535708961	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-001811-2-327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	428.0026055717153	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-002259-1-370"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	457.9953709141731	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-002353-1-384"	""	""	""	""	""	""	""	"validated"	"Manon Laget"	"manon.laget@univ-littoral.fr"	"20230126"	"085803"	"true"	"not-living>detritus>true"	441.24123481923084	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-002357-1-388"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	445.4533482716427	"asc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-002451-1-403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	546.2845646187745	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
"moose22_c1500_20220909-002458-1-414"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	576.8716501565702	"desc"	"moose22_c1_500"	""	"moose22_c1"	"500"	"__DUMMY_ID__1695371__"	"__DUMMY_ID__442998__"	""
